dataset,technique_type,transitive_trace_type,direct_algebraic_model,transitive_algebraic_model,transitive_scaling,transitive_aggregation,technique_aggregation,name,query_id,metric,value
Drone,HYBRID,none,LSI,VSM,GLOBAL,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6441484342462463
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6544922434313126
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6633102749075079
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6408687569730078
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.62258570529599
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6313214286800001
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.638009800970977
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6393034288198403
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6435397191644856
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6484171614272208
Drone,HYBRID,none,LSI,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6263139806716583
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6540599853471836
Drone,HYBRID,none,LSI,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6161806309223066
Drone,HYBRID,none,LSI,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6716158986098065
Drone,HYBRID,none,LSI,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6390807789704723
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6618733716981763
Drone,HYBRID,none,LSI,LSI,GLOBAL,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6138284586878737
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6098196365979931
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6431956059790787
Drone,HYBRID,none,VSM,LSI,GLOBAL,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6350999097118989
Drone,HYBRID,none,VSM,LSI,GLOBAL,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6246524212107117
Drone,HYBRID,none,VSM,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6596704484309023
Drone,HYBRID,none,VSM,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6805516238178186
Drone,HYBRID,none,VSM,LSI,GLOBAL,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6727759107090201
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6721517296099372
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6406158286897282
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6631333087093056
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6545334506774647
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6445754483245022
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6188404667013228
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.659314661632421
Drone,HYBRID,none,VSM,LSI,GLOBAL,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6597815301553137
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6585303407539818
Drone,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6324375203300228
Drone,HYBRID,none,VSM,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6408687569730078
Drone,HYBRID,none,VSM,VSM,GLOBAL,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6585303407539818
Drone,HYBRID,none,VSM,VSM,GLOBAL,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6618733716981763
Drone,HYBRID,none,VSM,LSI,GLOBAL,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6346548532134356
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6161806309223066
Drone,HYBRID,none,VSM,LSI,GLOBAL,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6410498651758489
Drone,HYBRID,none,LSI,LSI,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6289131379827145
Drone,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6301571985760624
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6387696194219739
Drone,HYBRID,none,LSI,LSI,GLOBAL,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6632423460314275
Drone,TRANSITIVE,none,,VSM,GLOBAL,MAX,,(x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6713395319002757
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.649244391953719
Drone,HYBRID,none,LSI,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6515279817113395
Drone,HYBRID,none,VSM,VSM,GLOBAL,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.638009800970977
Drone,HYBRID,none,VSM,VSM,GLOBAL,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6544922434313126
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6239716580482569
Drone,HYBRID,none,LSI,LSI,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6496303051859419
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6162850854392957
Drone,HYBRID,none,LSI,LSI,GLOBAL,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6194251049561176
Drone,DIRECT,direct,VSM,,,,,(. (VSM NT) (0 2)),0,AUC,0.6130744314433633
Drone,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.614896183883726
Drone,HYBRID,none,LSI,LSI,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6151997738237467
Drone,HYBRID,none,VSM,VSM,GLOBAL,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6393034288198403
Drone,HYBRID,none,VSM,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6435397191644856
Drone,HYBRID,none,VSM,VSM,GLOBAL,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6324375203300228
Drone,DIRECT,direct,LSI,,,,,(. (LSI NT) (0 2)),0,AUC,0.5935320583559054
Drone,HYBRID,none,LSI,LSI,GLOBAL,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6370673695154538
Drone,TRANSITIVE,none,,VSM,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6515445953299468
Drone,HYBRID,none,LSI,VSM,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6445754483245022
Drone,TRANSITIVE,none,,VSM,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6515445953299468
Drone,TRANSITIVE,none,,LSI,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6152188802451459
Drone,TRANSITIVE,none,,VSM,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6770235934664246
Drone,HYBRID,none,LSI,VSM,GLOBAL,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6431956059790787
Drone,TRANSITIVE,none,,LSI,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6621214511760253
Drone,TRANSITIVE,none,,LSI,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6698585790416085
Drone,TRANSITIVE,none,,VSM,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6713395319002757
Drone,TRANSITIVE,none,,LSI,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6082656476575253
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6515279817113395
Drone,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6441484342462463
Drone,HYBRID,none,LSI,VSM,GLOBAL,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6053943948417222
Drone,HYBRID,none,VSM,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6633102749075079
Drone,HYBRID,none,LSI,VSM,GLOBAL,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.62258570529599
Drone,TRANSITIVE,none,,VSM,GLOBAL,SUM,,(x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6770235934664246
Drone,HYBRID,none,LSI,VSM,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6098196365979931
Drone,TRANSITIVE,none,,LSI,GLOBAL,MAX,,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6628415063824872
Drone,TRANSITIVE,none,,LSI,GLOBAL,SUM,,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6823258306049304
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6124066381189445
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5817192837441139
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6220060656787035
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.584136115334943
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5700161202899049
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5630426830809611
TrainController,HYBRID,none,VSM,VSM,GLOBAL,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5921539591188245
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5906756833941047
TrainController,HYBRID,none,LSI,VSM,GLOBAL,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6124066381189445
TrainController,HYBRID,none,LSI,VSM,GLOBAL,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5652077781897362
TrainController,HYBRID,none,LSI,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5906756833941047
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.520225498008191
TrainController,HYBRID,none,LSI,VSM,GLOBAL,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5700161202899049
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5283831758914564
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5312803491336361
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5534151963930082
TrainController,HYBRID,none,LSI,LSI,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5564887687863125
TrainController,HYBRID,none,LSI,LSI,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5754447501366134
TrainController,HYBRID,none,LSI,LSI,GLOBAL,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.5661247939007406
TrainController,HYBRID,none,LSI,VSM,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6220060656787035
TrainController,HYBRID,none,LSI,VSM,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.584136115334943
TrainController,HYBRID,none,VSM,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.6000033233222963
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5652077781897362
TrainController,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5829402233822422
TrainController,DIRECT,direct,LSI,,,,,(. (LSI NT) (0 2)),0,AUC,0.5364753490440191
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6055685594489832
TrainController,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6242695309937245
TrainController,TRANSITIVE,none,,VSM,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6616436058865024
TrainController,HYBRID,none,LSI,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.6103282845972207
TrainController,TRANSITIVE,none,,LSI,GLOBAL,MAX,,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.5863183456162092
TrainController,TRANSITIVE,none,,LSI,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.5011872823912448
TrainController,TRANSITIVE,none,,LSI,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6501016101538872
TrainController,TRANSITIVE,none,,LSI,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.5747844005804096
TrainController,TRANSITIVE,none,,LSI,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.4916679030440196
TrainController,TRANSITIVE,none,,LSI,GLOBAL,SUM,,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,AUC,0.6550553164945758
TrainController,TRANSITIVE,none,,VSM,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.6145273873463363
TrainController,TRANSITIVE,none,,VSM,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.5972785069813109
TrainController,HYBRID,none,LSI,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,AUC,0.628501705379816
TrainController,TRANSITIVE,none,,VSM,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,AUC,0.5972785069813109
TrainController,HYBRID,none,LSI,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5630426830809611
TrainController,HYBRID,none,LSI,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,AUC,0.5817192837441139
